,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.9676,30.0727,30.0476,30.0905,30.0258,30.2227,30.0763,30.0764,29.8471,29.9583,30.0313,29.9961,29.876,30.0573,30.0104,30.194,29.8871,29.9866,29.757,30.0244,29.9928,29.9651,29.9316,29.9743,30.0163,29.7566,30.0545,29.9356,29.9149,30.0342,29.9857,29.9757,29.8517,30.1268,30.0247,29.918,29.9996,29.9451,29.9269,29.9726,29.9105,30.1332,30.1097,29.8445,29.9762,30.0168,29.9417,29.9453,29.9577,30.0555,29.9708,29.9508,29.8393,30.0407,30.1853,30.1403,29.9005,30.0067,30.0687,30.0798,29.8233,29.9931,30.0739,30.0335,30.0238,29.9794,30.0459,29.9857,30.003,30.0256,29.854,29.9851,29.927,30.0302,29.9945,29.9517,30.0574,30.0922,29.9549,30.0467,30.0136,30.1097,29.9551,29.9963,30.0472,30.1517,30.1763,30.0774,30.0821,30.0461,30.0481,29.9186,30.0629,29.9166,29.9825,30.0827,29.8907,30.0616,29.9393,29.9458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.8571,29.9743,29.9979,30.123,30.0711,30.136,30.1265,29.9402,29.9745,30.0338,29.9796,29.9789,30.0035,29.9121,29.9054,29.9374,30.0564,29.9286,29.9891,29.8424,30.024,29.9417,30.0684,30.0935,30.0195,30.0954,30.1211,29.9197,29.9428,29.9481,29.942,29.8758,29.8725,29.7949,30.0534,29.9278,30.1188,30.0599,30,29.8901,29.9897,29.9236,29.9154,30.0332,29.9941,30.1821,29.8794,30.0744,29.9649,30.0865,30.031,30.2032,30.0762,29.9847,30.1006,29.967,29.8189,29.9572,30.1054,30.0025,29.899,30.0641,29.9697,29.9917,30.0259,30.0003,29.9346,30.0245,29.877,30.0063,30.0098,29.9166,30.016,29.9142,29.9186,29.9094,30.0548,30.2076,29.9935,29.8144,29.8332,30.0219,29.8398,30.1952,29.7856,29.8815,30.0141,30.1026,30.0458,29.9109,29.9581,30.0321,30.0433,29.8997,29.9342,29.9676,30.1687,30.1037,30.067,29.2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.887,26.7622,25.4228,24.4765,23.4209,22.5967,21.6987,21.1661,20.3343,19.7054,19.0949,18.3859,17.8958,17.4264,16.7775,16.3975,16.4942,15.5629,15.1972,14.7913,14.2801,13.9327,13.6477,13.5072,13.2137,12.8962,12.5964,12.3789,12.2115,11.8633,11.752,11.5325,11.3269,11.0112,10.8035,10.8353,10.4711,10.2927,10.2699,10.0001,9.99026,9.56954,9.44397,9.34889,9.28489,9.13533,9.07194,8.90524,8.58042,8.61848,8.56668,8.5895,8.25074,8.09047,7.99391,7.98625,7.90734,7.78563,7.72422,7.64565,7.75204,7.29344,7.39322,7.38862,7.17572,6.94139,6.87757,6.92009,6.8279,6.73418,6.846,6.50268,6.51988,6.63331,6.46722,6.15605,6.43244,6.30141,6.13881,6.21584,6.15609,5.87604,6.03377,6.03053,5.81771,5.87494,5.66901,5.46034,5.58404,5.57194,5.68807,5.39651,5.36677,5.32082,5.28621,5.4174,5.27922,5.18082,5.37137,5.22676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.17858,5.03423,5.08844,5.08562,4.92883,4.91921,5.04933,4.8158,5.05715,4.79682,4.69146,4.56189,4.69237,4.71238,4.75543,4.60941,4.63696,4.51044,4.5369,4.59191,4.3839,4.58456,4.53914,4.56116,4.31043,4.56843,4.41035,4.27185,4.25937,4.35533,4.20058,4.05332,4.05877,4.22198,4.16242,4.1769,4.03432,4.1757,4.05626,3.8655,3.85004,4.07277,4.08323,4.04883,3.97987,4.0339,4.00241,3.82617,3.89625,3.8592,3.71464,3.7177,3.98506,3.68964,3.73319,3.675,3.72151,3.66641,3.52814,3.65414,3.75658,3.51439,3.71116,3.55285,3.576,3.67441,3.52375,3.5059,3.69081,3.25217,3.44938,3.53039,3.50565,3.44515,3.36364,3.29251,3.35301,3.33177,3.3283,3.47416,3.46355,3.39962,3.35563,3.27307,3.21174,3.41616,3.28758,3.39038,3.41786,3.27834,3.33409,3.12648,3.33976,3.40117,3.31059,3.25577,3.19752,3.22359,3.15449,3.29378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.08757,3.18195,3.12174,3.23067,3.04029,3.20899,3.11358,3.01245,3.02485,3.23785,2.97922,3.21276,2.96363,3.09157,2.92464,2.98908,3.00163,3.0937,2.9442,2.87044,3.00521,3.15904,2.99144,2.93584,2.86255,2.88621,2.87836,2.80379,2.86909,2.8424,2.86641,2.95147,2.81085,2.91414,2.89923,2.83638,3.03453,2.907,2.81896,2.82611,2.78872,2.8177,3.03121,2.87162,2.95114,2.93694,2.80993,2.75032,2.91364,2.86078,2.63673,2.91975,2.76166,2.75006,2.68444,2.82155,2.8015,2.60451,2.79476,2.87829,2.61471,2.85644,2.65136,2.64344,2.6716,2.62042,2.68045,2.70584,2.73473,2.77444,2.85143,2.52758,2.74743,2.71046,2.53936,2.68052,2.76209,2.76086,2.78839,2.5654,2.75612,2.76005,2.62692,2.67315,2.6403,2.65403,2.66026,2.62875,2.69457,2.6283,2.62492,2.64413,2.64863,2.47949,2.70716,2.64119,2.59953,2.6907,2.70077,2.52244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.71975,2.71269,2.73725,2.53241,2.82315,2.41008,2.45001,2.4783,2.75475,2.5884,2.56189,2.67658,2.52675,2.70678,2.75359,2.53561,2.56804,2.50896,2.49641,2.66669,2.55113,2.54877,2.52644,2.78248,2.57017,2.78087,2.42276,2.584,2.66147,2.61925,2.69693,2.60271,2.58224,2.47989,2.5234,2.68492,2.49427,2.61069,2.5884,2.56099,2.63744,2.67698,2.65569,2.59887,2.51783,2.76545,2.55077,2.46826,2.59135,2.62377,2.54374,2.49818,2.68386,2.50977,2.59027,2.80375,2.59455,2.49676,2.53597,2.53921,2.49459,2.51749,2.73798,2.62929,2.8017,2.50697,2.74845,2.47904,2.63408,2.7398,2.72463,2.68159,2.68771,2.68422,2.66385,2.53616,2.67234,2.76776,2.64001,2.59598,2.86247,2.60574,2.54574,2.41727,2.68591,2.59124,2.61687,2.60773,2.66837,2.64275,2.42122,2.717,2.63933,2.56703,2.60583,2.53322,2.78931,2.55118,2.71598,2.57691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.74728,2.66374,2.60939,2.52948,2.67327,2.7577,2.52864,2.63164,2.70065,2.8078,2.78737,2.83163,2.5402,2.70828,2.71953,2.6747,2.76103,2.82544,2.66034,2.64058,2.89303,2.80389,2.81575,2.82839,2.69272,2.79215,2.76105,2.84393,2.75935,2.73827,3.01315,2.78703,2.93212,2.91143,2.63577,2.87554,2.73873,3.07619,2.81031,2.97463,2.91787,2.90743,2.92118,2.84553,2.957,2.8904,3.02493,2.7189,2.84961,3.02186,2.81181,3.01846,2.88976,3.00876,3.00188,3.00601,2.89485,2.96626,2.97309,3.06159,3.13322,3.2313,3.09953,3.00275,3.13867,2.95228,2.8276,3.04843,3.18874,3.17812,3.19091,3.13519,3.18539,3.03798,3.08319,3.28467,3.23425,3.03306,3.16801,3.17066,3.23625,3.22611,3.24869,3.18768,3.27661,3.30402,3.1479,3.52927,3.28031,3.43315,3.25562,3.28652,3.39015,3.35066,3.46161,3.46353,3.40851,3.30655,3.43999,3.36562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.33684,3.25202,3.25759,3.47524,3.39207,3.33898,3.4216,3.60485,3.71662,3.63407,3.50766,3.46844,3.56056,3.78585,3.79975,3.53749,3.67925,3.81971,3.6278,3.68896,3.65225,3.76662,3.77875,3.84779,3.74498,3.9573,3.73911,4.00837,3.77934,3.77697,3.59319,3.95355,4.06176,3.9843,3.82094,4.00007,4.02149,3.77502,3.85494,4.22881,3.9715,4.07256,4.26227,4.10066,4.20228,4.21691,4.17014,4.17665,4.32737,4.39576,4.28355,4.23657,4.30786,4.59175,4.39848,4.2808,4.52692,4.42739,4.42137,4.52793,4.60349,4.59264,4.48243,4.44691,4.87622,4.86,4.82146,4.63833,4.72928,4.634,4.86642,5.01033,4.90066,4.99911,4.99576,5.08255,5.10133,5.11266,5.18736,5.40972,5.16,5.19721,5.41287,5.36316,5.31697,5.53773,5.34699,5.69038,5.4756,5.69111,5.69576,5.86055,5.79561,5.85241,5.92058,5.99197,6.03952,6.08483,6.13142,6.11571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.18614,6.24364,6.46042,6.55792,6.41293,6.71224,6.67388,6.62412,6.78507,6.8054,6.9146,7.03989,7.09524,7.24205,7.19118,7.22919,7.25763,7.54135,7.60232,7.67635,7.66832,7.93124,7.8669,7.9044,8.15065,8.29497,8.27283,8.41246,8.59265,8.74912,8.79885,8.96693,8.96651,9.19222,9.39709,9.51851,9.67831,9.72748,9.99068,10.0326,10.3818,10.5599,10.8099,10.9617,11.1073,11.3803,11.453,11.652,12.0674,12.1417,12.5295,12.5512,12.8968,13.1644,13.4403,14.0194,13.9715,14.432,15.1096,15.3048,15.7628,16.0642,16.3817,17.0143,17.2667,17.8474,18.5579,19.0761,19.6393,20.3066,21.1166,21.698,22.6511,23.3501,24.5955,25.4604,26.6543,27.797,29.2159,29.9504,29.8769,29.9405,29.9316,29.953,30.1911,29.9402,30.0579,30.0329,29.906,29.9875,29.9692,29.9321,29.9774,30.0397,29.9596,29.982,29.9595,29.995,29.9907,30.1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0329,29.9704,30.0081,29.975,29.998,30.0176,29.9711,29.9108,29.8685,29.9028,30.0814,30.0777,29.9764,29.9905,29.8884,29.9168,30.1527,29.8846,30.0038,30.0394,30.198,29.8061,29.9636,30.0376,30.0492,30.0621,29.9035,29.9208,29.9848,29.936,30.0263,30.2138,29.9542,30.0413,30.027,30.0493,30.0496,30,29.9248,29.8105,30.2423,30.0369,29.9025,30.0528,29.8848,30.1085,29.841,29.9102,30.0279,30.0601,29.8318,30.0244,30.1857,30.0736,29.9091,30.1516,29.9436,29.9271,29.9131,29.9806,30.1226,30.0203,29.9809,29.893,30.1832,30.0684,29.8901,30.0333,30.0527,29.9313,30.006,30.1439,29.8997,29.9308,30.1183,29.9279,29.905,29.8268,29.8411,29.9266,29.9601,29.506,29.9117,30.2933,29.8783,30.0241,30.0315,30.1028,29.994,29.9966,29.7924,30.1026,29.7188,29.9565,30.0806,29.9225,29.8786,30.1037,30.1026,30.1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
